Title,Description,Link,Location,Rooms,Total area,This floor/Number of floors,Built in year,Condition,Ownership,Cadastre no.,Energy mark,Lisainfo,Kitchen,Sanitary arrangements,Heating and ventilation,Communications and security,Neighbourhood,Data from realestate book,Register number,Notify about incorrect advertisement,Kulud suvel/talvel,Number of floors,Additional information
"Apartment for sale, 3 rooms, Tasandi 1, Haabersti, Tallinn, Harjumaa - Real estate portal KV.EE ","Apartment ownership, stone house",https://www.kv.ee/uue-kodu-ostuga-bonava-koogimoobel-koos-tehnikaga-3340598.html,"59.4051498368059,24.632683249369",3,58.7 m²,2/5,2022,all brand-new,apartment ownership,,B,,,,,,,Data from realestate book,,,,,
"Apartment for sale, 2 rooms, Tasandi 3, Haabersti, Tallinn, Harjumaa - Real estate portal KV.EE ","Apartment ownership, stone house",https://www.kv.ee/uue-kodu-ostuga-bonava-koogimoobel-koos-tehnikaga-3341356.html,"59.40531138514,24.6314659792265",2,40 m²,8/8,2022,all brand-new,apartment ownership,,B,,,,,,,Data from realestate book,,,,,
"Apartment for sale, 2 rooms, Tasandi 3, Haabersti, Tallinn, Harjumaa - Real estate portal KV.EE ","Apartment ownership, stone house",https://www.kv.ee/uue-kodu-ostuga-bonava-koogimoobel-koos-tehnikaga-3359671.html,"59.4267308,24.6313208",2,43 m²,3/8,2022,all brand-new,apartment ownership,,B,,,,,,,Data from realestate book,,,,,
"Apartment for sale, 2 rooms, Tasandi 3, Haabersti, Tallinn, Harjumaa - Real estate portal KV.EE ","Apartment ownership, stone house",https://www.kv.ee/uue-kodu-ostuga-bonava-koogimoobel-koos-tehnikaga-3359674.html,"59.4267308,24.6313208",2,43 m²,5/8,2022,all brand-new,apartment ownership,,B,,,,,,,Data from realestate book,,,,,
"Apartment for sale, 4 rooms, Tasandi 1, Haabersti, Tallinn, Harjumaa - Real estate portal KV.EE ","Apartment ownership, stone house",https://www.kv.ee/uue-kodu-ostuga-bonava-koogimoobel-koos-tehnikaga-3340578.html,"59.4052572887735,24.6318588611636",4,76.2 m²,1/5,2022,all brand-new,apartment ownership,,B,,,,,,,Data from realestate book,,,,,
"Apartment for sale, 3 rooms, Tasandi 1, Haabersti, Tallinn, Harjumaa - Real estate portal KV.EE ","Apartment ownership, stone house",https://www.kv.ee/uue-kodu-ostuga-bonava-koogimoobel-koos-tehnikaga-3340625.html,"59.4053678242215,24.6318763131347",3,58.7 m²,5/5,2022,all brand-new,apartment ownership,,B,,,,,,,Data from realestate book,,,,,
"Apartment for sale, 3 rooms, Tasandi 3, Haabersti, Tallinn, Harjumaa - Real estate portal KV.EE ","Apartment ownership, stone house",https://www.kv.ee/uue-kodu-ostuga-bonava-koogimoobel-koos-tehnikaga-3341432.html,"59.405070048734,24.6318357841309",3,58.7 m²,8/8,2022,all brand-new,apartment ownership,,B,,,,,,,Data from realestate book,,,,,
"Apartment for sale, 2 rooms, Tasandi 3, Haabersti, Tallinn, Harjumaa - Real estate portal KV.EE ","Apartment ownership, stone house",https://www.kv.ee/uue-kodu-ostuga-bonava-koogimoobel-koos-tehnikaga-3345231.html,"59.4051672502976,24.6315752365123",2,43.3 m²,2/8,2022,all brand-new,apartment ownership,,B,,,,,,,Data from realestate book,,,,,
"Apartment for sale, 3 rooms, Tasandi 3, Haabersti, Tallinn, Harjumaa - Real estate portal KV.EE ","Apartment ownership, stone house",https://www.kv.ee/uue-kodu-ostuga-bonava-koogimoobel-koos-tehnikaga-3359681.html,"59.4267308,24.6313208",3,58.7 m²,5/8,2022,all brand-new,apartment ownership,,B,,,,,,,Data from realestate book,,,,,
"Apartment for sale, 3 rooms, Tasandi 3, Haabersti, Tallinn, Harjumaa - Real estate portal KV.EE ","Apartment ownership, stone house",https://www.kv.ee/uue-kodu-ostuga-bonava-koogimoobel-koos-tehnikaga-3359672.html,"59.4267308,24.6313208",3,58.7 m²,4/8,2022,all brand-new,apartment ownership,,B,,,,,,,Data from realestate book,,,,,
"Apartment for sale, 2 rooms, Tasandi 3, Haabersti, Tallinn, Harjumaa - Real estate portal KV.EE ","Apartment ownership, stone house",https://www.kv.ee/uue-kodu-ostuga-bonava-koogimoobel-koos-tehnikaga-3359682.html,"59.4267308,24.6313208",2,43 m²,5/8,2022,all brand-new,apartment ownership,,B,,,,,,,Data from realestate book,,,,,
"Apartment for sale, 3 rooms, Tasandi 8, Haabersti, Tallinn, Harjumaa - Real estate portal KV.EE ","Apartment ownership, stone house",https://www.kv.ee/uue-kodu-ostuga-saad-kingituseks-arens-koogimoobli-3298045.html,"59.4214489,24.6423569",3,63.2 m²,2/5,2021,all brand-new,apartment ownership,,B,,,,,,,Data from realestate book,,,,,
"Apartment for sale, 2 rooms, Tasandi 3, Haabersti, Tallinn, Harjumaa - Real estate portal KV.EE ","Apartment ownership, stone house",https://www.kv.ee/uue-kodu-ostuga-bonava-koogimoobel-koos-tehnikaga-3341361.html,"59.4052447876338,24.6312349693115",2,45.8 m²,7/8,2022,all brand-new,apartment ownership,,B,,,,,,,Data from realestate book,,,,,
"Apartment for sale, 3 rooms, Tasandi 1, Haabersti, Tallinn, Harjumaa - Real estate portal KV.EE ","Apartment ownership, stone house",https://www.kv.ee/uue-kodu-ostuga-bonava-koogimoobel-koos-tehnikaga-3340613.html,"59.4053459819876,24.6313613290039",3,58.7 m²,4/5,2022,all brand-new,apartment ownership,,B,,,,,,,Data from realestate book,,,,,
"Apartment for sale, 2 rooms, Tasandi 1, Haabersti, Tallinn, Harjumaa - Real estate portal KV.EE ","Apartment ownership, stone house",https://www.kv.ee/uue-kodu-ostuga-bonava-koogimoobel-koos-tehnikaga-3340606.html,"59.4051527165477,24.632602009422",2,40 m²,3/5,2022,all brand-new,apartment ownership,,B,,,,,,,Data from realestate book,,,,,
"Apartment for sale, 3 rooms, Tasandi 3, Haabersti, Tallinn, Harjumaa - Real estate portal KV.EE ","Apartment ownership, stone house",https://www.kv.ee/uue-kodu-ostuga-bonava-koogimoobel-koos-tehnikaga-3341399.html,"59.4053758412171,24.6313208",3,58.7 m²,8/8,2022,all brand-new,apartment ownership,,B,,,,,,,Data from realestate book,,,,,
"Apartment for sale, 2 rooms, Tasandi 1, Haabersti, Tallinn, Harjumaa - Real estate portal KV.EE ","Apartment ownership, stone house",https://www.kv.ee/uue-kodu-ostuga-bonava-koogimoobel-koos-tehnikaga-3340624.html,"59.4239068,24.7848266",2,45.8 m²,5/5,2022,all brand-new,apartment ownership,,B,,,,,,,Data from realestate book,,,,,
"Apartment for sale, 2 rooms, Tasandi 1, Haabersti, Tallinn, Harjumaa - Real estate portal KV.EE ","Apartment ownership, stone house",https://www.kv.ee/uue-kodu-ostuga-bonava-koogimoobel-koos-tehnikaga-3340607.html,"59.405411508647,24.6314900750366",2,43 m²,3/5,2022,all brand-new,apartment ownership,,B,,,,,,,Data from realestate book,,,,,
"Apartment for sale, 3 rooms, Tasandi 3, Haabersti, Tallinn, Harjumaa - Real estate portal KV.EE ","Apartment ownership, stone house",https://www.kv.ee/uue-kodu-ostuga-bonava-koogimoobel-koos-tehnikaga-3341395.html,"59.4049826789461,24.6307199851807",3,58.7 m²,5/8,2022,all brand-new,apartment ownership,,B,,,,,,,Data from realestate book,,,,,
"Apartment for sale, 2 rooms, Tasandi 1, Haabersti, Tallinn, Harjumaa - Real estate portal KV.EE ","Apartment ownership, stone house",https://www.kv.ee/uue-kodu-ostuga-bonava-koogimoobel-koos-tehnikaga-3340622.html,"59.4053896664413,24.6309750909057",2,43 m²,4/5,2022,all brand-new,apartment ownership,,B,,,,,,,Data from realestate book,,,,,
"Apartment for sale, 3 rooms, Tasandi 3, Haabersti, Tallinn, Harjumaa - Real estate portal KV.EE ","Apartment ownership, stone house",https://www.kv.ee/uue-kodu-ostuga-bonava-koogimoobel-koos-tehnikaga-3341355.html,"59.4054195256323,24.6314066306885",3,58.7 m²,7/8,2022,all brand-new,apartment ownership,,B,,,,,,,Data from realestate book,,,,,
"Apartment for sale, 3 rooms, Tasandi 3, Haabersti, Tallinn, Harjumaa - Real estate portal KV.EE ","Apartment ownership, stone house",https://www.kv.ee/uue-kodu-ostuga-bonava-koogimoobel-koos-tehnikaga-3359684.html,"59.4267308,24.6313208",3,58.7 m²,3/8,2022,all brand-new,apartment ownership,,B,,,,,,,Data from realestate book,,,,,
"Apartment for sale, 2 rooms, Tasandi 3, Haabersti, Tallinn, Harjumaa - Real estate portal KV.EE ","Apartment ownership, stone house",https://www.kv.ee/uue-kodu-ostuga-bonava-koogimoobel-koos-tehnikaga-3359695.html,"59.4267308,24.6313208",2,43 m²,7/8,2022,all brand-new,apartment ownership,,B,,,,,,,Data from realestate book,,,,,
"Apartment for sale, 4 rooms, Tasandi 3, Haabersti, Tallinn, Harjumaa - Real estate portal KV.EE ","Apartment ownership, stone house",https://www.kv.ee/uue-kodu-ostuga-bonava-koogimoobel-koos-tehnikaga-3341382.html,"59.4052447876338,24.6317499534424",4,76.3 m²,1/8,2022,all brand-new,apartment ownership,,B,,,,,,,Data from realestate book,,,,,
"Apartment for sale, 2 rooms, Tasandi 1, Haabersti, Tallinn, Harjumaa - Real estate portal KV.EE ","Apartment ownership, stone house",https://www.kv.ee/uue-kodu-ostuga-bonava-koogimoobel-koos-tehnikaga-3340610.html,"59.4050127775518,24.6323057780581",2,45.8 m²,4/5,2022,all brand-new,apartment ownership,,B,,,,,,,Data from realestate book,,,,,
"Apartment for sale, 2 rooms, Tasandi 3, Haabersti, Tallinn, Harjumaa - Real estate portal KV.EE ","Apartment ownership, stone house",https://www.kv.ee/uue-kodu-ostuga-bonava-koogimoobel-koos-tehnikaga-3341352.html,"59.4054195256323,24.6309774772461",2,45.8 m²,4/8,2022,all brand-new,apartment ownership,,B,,,,,,,Data from realestate book,,,,,
"Apartment for sale, 3 rooms, Tasandi 1, Haabersti, Tallinn, Harjumaa - Real estate portal KV.EE ","Apartment ownership, stone house",https://www.kv.ee/uue-kodu-ostuga-bonava-koogimoobel-koos-tehnikaga-3340623.html,"59.4053241397397,24.6317707881303",3,58.7 m²,4/5,2022,all brand-new,apartment ownership,,B,,,,,,,Data from realestate book,,,,,
"Apartment for sale, 2 rooms, Tasandi 3, Haabersti, Tallinn, Harjumaa - Real estate portal KV.EE ","Apartment ownership, stone house",https://www.kv.ee/uue-kodu-ostuga-bonava-koogimoobel-koos-tehnikaga-3345240.html,"59.4039342239163,24.6344107047852",2,43.3 m²,2/8,2022,all brand-new,apartment ownership,,B,,,,,,,Data from realestate book,,,,,
"Apartment for sale, 2 rooms, Tasandi 1, Haabersti, Tallinn, Harjumaa - Real estate portal KV.EE ","Apartment ownership, stone house",https://www.kv.ee/uue-kodu-ostuga-bonava-koogimoobel-koos-tehnikaga-3340628.html,"59.4053241397397,24.6322625512329",2,40 m²,5/5,2022,all brand-new,apartment ownership,,B,,,,,,,Data from realestate book,,,,,
"Apartment for sale, 3 rooms, Tasandi 1, Haabersti, Tallinn, Harjumaa - Real estate portal KV.EE ","Apartment ownership, stone house",https://www.kv.ee/uue-kodu-ostuga-bonava-koogimoobel-koos-tehnikaga-3340630.html,"59.4052570565413,24.6319127728545",3,58.7 m²,5/5,2022,all brand-new,apartment ownership,,B,,,,,,,Data from realestate book,,,,,
"Apartment for sale, 3 rooms, Tasandi 1, Haabersti, Tallinn, Harjumaa - Real estate portal KV.EE ","Apartment ownership, stone house",https://www.kv.ee/uue-kodu-ostuga-bonava-koogimoobel-koos-tehnikaga-3340581.html,"59.4052149282887,24.6317046517578",3,59.2 m²,1/5,2022,all brand-new,apartment ownership,,B,,,,,,,Data from realestate book,,,,,
"Apartment for sale, 3 rooms, Tasandi 8, Haabersti, Tallinn, Harjumaa - Real estate portal KV.EE ","Apartment ownership, stone house",https://www.kv.ee/uue-kodu-ostuga-saad-kingituseks-arens-koogimoobli-3298318.html,"59.4214489,24.6423569",3,63.2 m²,5/5,2021,all brand-new,apartment ownership,,B,,,,,,,Data from realestate book,,,,,
"Apartment for sale, 2 rooms, Tasandi 3, Haabersti, Tallinn, Harjumaa - Real estate portal KV.EE ","Apartment ownership, stone house",https://www.kv.ee/uue-kodu-ostuga-bonava-koogimoobel-koos-tehnikaga-3359673.html,"59.4267308,24.6313208",2,45.8 m²,5/8,2022,all brand-new,apartment ownership,,B,,,,,,,Data from realestate book,,,,,
"Apartment for sale, 3 rooms, Orava 6, Karjaküla, Lääne-Harju vald, Harjumaa - Real estate portal KV.EE ","Apartment ownership, stone house",https://www.kv.ee/muua-3-toaline-korter-oma-aianurgaga-karjakulas-to-3296860.html,"59.3397026,24.3896173",3,73 m²,2/2,1957,sanitary renovation needed,apartment ownership,29508:001:0053,-,,"electric stove, kitchen 8 m², refridgerator","bath, toilet room and bathroom separate, washing machine","stove heating, solid fuel, combined heating","steel door, neighbourhood watch","location in the center location, roads in satisfactory condition roads",,,,,,"balcony 6 m², packet windows, parking free parking, box-room, new electricity, closed courtyard, terrace, separate rooms"
"Apartment for sale, 3 rooms, J. V. Jannseni tn 43, Vana-Pärnu, Pärnu linn, Pärnu, Pärnumaa - Real estate portal KV.EE ","Apartment ownership, wooden house",https://www.kv.ee/muua-asja-valminud-avara-planeeringuga-stiilselt-k-3296545.html,"58.3906992,24.4837155",3,59 m²,,1927,renovated,apartment ownership,62502:009:0310,Missing,,"open kitchen, refridgerator, kitchen furniture",shower,õhksoojuspump,,"neighbours around neighbours, surrounding buildings private houses and apartment buildings, roads in good condition roads, Pärnu jõgi river",,,,,2,"furniture, separate rooms, packet windows"
"Apartment for sale, 4 rooms, Vabaduse 19, Narva-Jõesuu linn, Narva-Jõesuu, Ida-Virumaa - Real estate portal KV.EE ",Stone house,https://www.kv.ee/otlitnoe-predlozenie-produtsa-novoe-dvuhurovnevoe-3296426.html,"59.4626475,28.0408412",4,146.8 m²,2/2,2019,,,,Missing,"balcony , kitchen, parking free parking, street entrance, separate rooms, separate entryway, electricity, parquet, dressing room",,"sauna, shower, toilet room and bathroom separate, new sewerage, water boiler, bath",,"video cameras, security system, frontdoor locked",,Data from realestate book,,Notify about incorrect advertisement,,,
"Apartment for sale, 2 rooms, Oru 2, Kadriorg, Tallinn, Harjumaa - Real estate portal KV.EE ","Apartment ownership, stone house",https://www.kv.ee/avarad-kodud-mugavust-ja-ajatut-elegantsi-hindaval-3296180.html,"59.4429933,24.8008934",2,62.7 m²,4/4,2021,all brand-new,apartment ownership,78401:115:2170,Missing,"garage, urban water, electricity, parking free parking, box-room, street entrance, separate rooms, new electricity, closed courtyard, public transport, parquet, ventilation, lift, fenced with garden, roof tar paper roof",open kitchen,"shower, new sewerage, bath","gas heating, conditioner","Internet, cable TV, security system, steel door, frontdoor locked, video cameras",water body sea near,,,,,,
"Apartment for sale, 3 rooms, Oru 2, Kadriorg, Tallinn, Harjumaa - Real estate portal KV.EE ","Apartment ownership, stone house",https://www.kv.ee/avarad-kodud-mugavust-ja-ajatut-elegantsi-hindaval-3296179.html,"59.4429933,24.8008934",3,90.2 m²,4/4,2021,all brand-new,apartment ownership,78401:115:2170,Missing,"garage, urban water, electricity, parking free parking, box-room, street entrance, separate rooms, new electricity, closed courtyard, public transport, parquet, ventilation, lift, fenced with garden, roof tar paper roof",open kitchen,"toilet room and bathroom separate, new sewerage, shower","gas heating, conditioner","Internet, cable TV, security system, steel door, frontdoor locked, video cameras",water body sea near,,,,,,
"Apartment for sale, 2 rooms, Oru 2, Kadriorg, Tallinn, Harjumaa - Real estate portal KV.EE ","Apartment ownership, stone house",https://www.kv.ee/avarad-kodud-mugavust-ja-ajatut-elegantsi-hindaval-3296178.html,"59.4429933,24.8008934",2,62.6 m²,3/4,2021,all brand-new,apartment ownership,78401:115:2170,Missing,"garage, urban water, electricity, parking free parking, box-room, street entrance, separate rooms, separate entryway, new electricity, public transport, parquet, ventilation, lift, fenced with garden, roof tar paper roof",open kitchen,"new sewerage, shower, bath","gas heating, conditioner","Internet, cable TV, security system, steel door, frontdoor locked, video cameras",water body sea near,,,,,,
"Apartment for sale, 1 rooms, Ristiku 32, Põhja-Tallinn, Tallinn, Harjumaa - Real estate portal KV.EE ","Apartment ownership, wooden house",https://www.kv.ee/suureparane-investeerimiskorter-heas-piirkonnas-mu-3295998.html,"59.4391815,24.71619",1,21 m²,1/2,1907,ready,apartment ownership,,,,"open kitchen, refridgerator, kitchen furniture","new sewerage, shower, water boiler, washing machine",electric heating,"Internet, cable TV, frontdoor locked, steel door",,Data from realestate book,,Notify about incorrect advertisement,,,"water, TV-set, furniture, electricity, basement, box-room, street entrance, public transport, new electricity, separate entryway, closed courtyard, fenced with garden"
"Apartment for sale, 2 rooms, Puiestee tn 3, Valga linn, Valga vald, Valgamaa - Real estate portal KV.EE ","Apartment ownership, stone house",https://www.kv.ee/valga-kesklinnas-rohelises-rajoonis-muua-2-toaline-3291497.html,"57.7755806,26.0338867",2,40.2 m²,,1965,,apartment ownership,85401:005:0780,Missing,,kitchen 6 m²,,,,,,,,40 € /  150 €,4,"TV-set, furnishing possibility, furniture, packet windows, parking free parking"
