Title,Description,Link,Location,Price,Rooms,Total area,Number of floors,Condition,Readiness,Ground area,Cadastre no.,Energy mark,Lisainfo,Neighbourhood,Bedrooms,Built in year,Ownership,Notify about incorrect advertisement,Kitchen,Sanitary arrangements,Heating and ventilation,Communications and security,Data from realestate book,Register number,Additional information,This floor/Number of floors,Kulud suvel/talvel
"House for sale, Allika tee 14, Remniku, Alutaguse vald, Ida-Virumaa - Real estate portal KV.EE ","Private ownership, stone house, total area 190.9 m²",https://www.kv.ee/muua-aastal-2016-ehitust-alustatud-maja-remniku-ku-3278792.html,"59.015559874307,27.520649869954",67000,,190.9 m²,2,ready,,1253 m²,12201:002:0585,Missing,,"roads paved roads, near forest",,2016,private property,,,,,,,,,,
"House for sale, Sihi 75, Nõmme, Tallinn, Harjumaa - Real estate portal KV.EE ","Private ownership, wooden house, total area 187.6 m²",https://www.kv.ee/sihi-tn-75-paikneb-nomme-ajaloolises-keskosas-eluh-3349356.html,,,7,187.6 m²,2,,ready,1165 m²,78404:401:4370,,"parking free parking, public transport, box-room, electricity, furnishing possibility","near forest, surrounding buildings private houses, location in suburb location, roads in good condition roads, neighbours next to neighbours",,1923,private property,Notify about incorrect advertisement,"electric stove, refridgerator, kitchen furniture","bath, shower, sauna, water boiler, urban water, sewerage, washing machine","õhksoojuspump, stove heating","Internet, fenced with garden",,,,,
"House for sale, 2 bedrooms, Ritsika 8, Vääna-Jõesuu, Harku vald, Harjumaa - Real estate portal KV.EE ","Private ownership, log house, house area 120.2 m², total area 162 m²",https://www.kv.ee/muua-vaanajoesuu-mandide-all-uus-kasitoopalkidest-3278407.html,"59.4268231574277,24.3922350288361",196000,3,162 m²,1,all brand-new,,1411 m²,,,"parking free parking, farm building, terrace, electricity","near forest, surrounding buildings private houses",2,2020,private property,Notify about incorrect advertisement,stove heated with firewood,"sewerage, urban water","heated floors, electric heating, stove heating, combined heating","neighbourhood watch, steel door",Data from realestate book,,,,
"House for sale, 2 bedrooms, A.Weizenbergi, Kanepi, Kanepi vald, Põlvamaa - Real estate portal KV.EE ","Private ownership, stone house, total area 171.1 m²",https://www.kv.ee/suure-krundiga-3849m-kahekorruseline-pooleliolev-e-3277795.html,"57.9871261,26.7544992",63000,3,171.1 m²,2,,,3849 m²,,Missing,,,2,2005,private property,,,"shower, water boiler, sewerage","õhksoojuspump, central heating",neighbourhood watch,,,"electricity, basement, water",,
"House for sale, Tulitu, Pihtla, Saaremaa vald, Saaremaa - Real estate portal KV.EE ","Private ownership, log house, total area 190 m²",https://www.kv.ee/vana-renoveerimist-vajav-palkmaja-ootab-uut-tegusa-3277771.html,"58.301642,22.712279",49000,,190 m²,1,needs renovating,,4694 m²,59201:003:0307,,"water, electricity",,,,private property,Notify about incorrect advertisement,,,,,Data from realestate book,,,,
"House for sale, 4 bedrooms, Rootsi tee 8, Kopli, Rae vald, Harjumaa - Real estate portal KV.EE ","Private ownership, stone house, house area 167 m², total area 262.6 m²",https://www.kv.ee/muua-vaga-hea-planeeringuga-luksuslik-ja-kaunis-5t-3235723.html,"59.407031,24.9613317",549000,5,262.6 m²,2,all brand-new,ready,,,-,"balcony 6.1 m², parking free parking, parquet, garage, public transport, farm building, box-room, electricity, dressing room, furniture, packet windows",,4,2007,private property,Notify about incorrect advertisement,"electric stove, refridgerator, kitchen furniture","water boiler, toilet room and bathroom separate, shower, sauna, local water, urban water, sewerage, washing machine","stove heating, õhksoojuspump, heated floors, fireplace, combined heating","Internet, phone, cable TV, fenced with garden, steel door, security system",Data from realestate book,4704002,,,50 € /  180 €
"Farmhouse for sale, Iigaste, Valga vald, Valgamaa - Real estate portal KV.EE ","Private ownership, wooden house, total area 100 m²",https://www.kv.ee/muua-suurest-kinnistust-eraldatav-kuni-1-1-ha-suur-3276458.html,,,,100 m²,,needs renovating,,11000 m²,82002:002:0380,-,,roads in good condition roads,,1927,private property,,,,,,Data from realestate book,,farm building,,
"House for sale, 3 bedrooms, Vesivärava, Urumarja, Tori vald, Pärnumaa - Real estate portal KV.EE ","Private ownership, frame house, total area 148.2 m²",https://www.kv.ee/uus-maja-parnu-joe-kaldal-uus-elementmaja-mille-on-3276234.html,"58.423672222222,24.717605555556",249000,4,148.2 m²,1,all brand-new,,3331 m²,,,"open kitchen, water, furnishing possibility, 3*380V, electricity, dressing room, public transport, deep well","surrounding buildings private houses, water body river near",3,2020,private property,Notify about incorrect advertisement,"refridgerator, kitchen furniture","toilet room and bathroom separate, shower, sauna, washing machine, urban water",heated floors,"security system, steel door",Data from realestate book,,,,
"House for sale,  Kooli, Rahkla, Vinni vald, Lääne-Virumaa - Real estate portal KV.EE ","Private ownership, stone house, total area 384.9 m²",https://www.kv.ee/endine-rahkla-koolimaja-mille-projekteeris-jaagup-3276176.html,"59.1157634,26.5274845",19990,,384.9 m²,2,needs renovating,,5685 m²,38101:001:1320,Missing,"box-room, roof asbestos cement roof",,,1939,private property,,,,,,,,,,
"House for sale, Ennoritsu, Mustapali, Viljandi vald, Viljandimaa - Real estate portal KV.EE ","Wooden house, total area 118 m²",https://www.kv.ee/muua-kapitaalremonti-vajav-talumajapidamine-vaikse-3275151.html,"58.3113441,25.7527432",33000,3,118 m²,1,needs renovating,,36700 m²,57002:002:0431,Missing,,,,,,,,,,,,1323439,,,
"Farmhouse for sale, Rassi, Türi vald, Järvamaa - Real estate portal KV.EE ","Private ownership, log house, house area 69.7 m², total area 82 m²",https://www.kv.ee/muua-talukoht-jarvamaal-sailinud-on-elumaja-vajab-3275148.html,,,,82 m²,1,needs renovating,box with doors and windows,37500 m²,27101:002:0851,,,"near forest, roads in good condition roads",,1938,private property,Notify about incorrect advertisement,,sauna,stove heating,,,,farm building,,
"House for sale, 3 bedrooms, Lepiku, Kiiu-Aabla, Kuusalu vald, Harjumaa - Real estate portal KV.EE ","Private ownership, stone house, total area 203.4 m²",https://www.kv.ee/muua-armas-maja-100-m-merest-kiiuaabla-kulas-jumin-3273049.html,"59.584859,25.536793",165000,5,203.4 m²,2,Good condition,,10998 m²,,,,water body sea near,3,1997,private property,Notify about incorrect advertisement,"electric stove, refridgerator, kitchen furniture","shower, sauna, water boiler, washing machine, local water","solid fuel, electric heating, stove heating, fireplace","cable TV, neighbourhood watch",Data from realestate book,,"balcony 16 m², separate rooms, furnishing possibility, furniture, garage, 3*380V, public transport, deep well, box-room, new electricity, high ceilings, TV-set, electricity, parking free parking, distance from Tallinn 65 km, wall brick wall, roof asbestos cement roof",,
"Farmhouse for sale, 1 bedrooms, Väike-Kalmete, Mägestiku, Otepää vald, Valgamaa - Real estate portal KV.EE ","Private ownership, wooden house, house area 52.8 m², total area 67 m²",https://www.kv.ee/muua-renoveerimist-vajav-talukompleks-7-kilomeetri-3272761.html,"58.0824428,26.4055813",30000,2,67 m²,1,needs renovating,ready,10128 m²,,Missing,"farm building, electricity, parking free parking","surrounding buildings private houses, location outside settlement location, roads in good condition roads, near forest",1,,private property,Notify about incorrect advertisement,,,stove heating,,Data from realestate book,,,,
"House for sale, 4 bedrooms, Teeääre talu, Käbiküla, Märjamaa vald, Raplamaa - Real estate portal KV.EE ","Private ownership, wooden house, total area 260.7 m²",https://www.kv.ee/harjumaa-ja-raplamaa-piiril-kabikulas-koigest-ca-3-3272676.html,"59.0872176,24.4962781",76900,6,260.7 m²,2,,,3463 m²,50401:001:1400,,,"surrounding buildings private houses, roads in good condition roads, near forest",4,1938,private property,Notify about incorrect advertisement,"stove heated with firewood, kitchen 18 m², refridgerator, kitchen furniture","water boiler, bath, local water, sewerage, washing machine","electric heating, õhksoojuspump","Internet, fenced with garden, video cameras",,,"parking free parking, public transport, farm building, deep well, electricity, furniture, dressing room",,
"House for sale, 4 bedrooms, Sirgala mnt 19, Vaivara, Narva-Jõesuu, Ida-Virumaa - Real estate portal KV.EE ","Stone house, house area 262.5 m², total area 163 m²",https://www.kv.ee/prodetsa-dom-s-zemelbnom-utstkom-n-vivr-2-etz-plos-3272379.html,"59.3893911,27.8017516",220000,5,163 m²,2,renovated,,1241 m²,85101:001:0018,-,,,4,,,,"ceramic shove, refridgerator, kitchen furniture","water boiler, shower, sewerage, washing machine, urban water",heated floors,steel door,,,"terrace, furniture, packet windows, garage",,
"House for sale, 4 bedrooms, Kevade tn, Rakvere, Lääne-Virumaa - Real estate portal KV.EE ","Private ownership, stone house, total area 318.6 m²",https://www.kv.ee/muua-ilus-suur-ja-avar-maja-rakvere-linnuse-laheda-3272342.html,"59.345072,26.346115",280000,5,318.6 m²,2,Good condition,,600 m²,,,,,4,1999,private property,Notify about incorrect advertisement,"electric stove, refridgerator, kitchen furniture","sauna, bath, shower, washing machine, urban water","solid fuel, gas heating, fireplace, combined heating","Internet, cable TV, security system, fenced with garden, neighbourhood watch",Data from realestate book,,"new sewerage, open kitchen, street entrance, electricity, dressing room, separate rooms, furnishing possibility, furniture, parquet, garage, 3*380V, public transport, deep well, box-room, wall cupboard, new electricity, high ceilings, closed courtyard, parking free parking, distance from Tallinn 95 km, wall cinder block wall, roof tin roof",,
"House for sale, Kuninga 28, Kesklinn, Pärnu linn, Pärnu, Pärnumaa - Real estate portal KV.EE ","Private ownership, stone house, total area 685.2 m²",https://www.kv.ee/korge-soklikorruse-pohi-ja-katusekorrusega-ning-ko-3272299.html,"58.384031,24.501042",499000,,685.2 m²,3,ready,,381 m²,62510:105:0002,,,"location in the center location, surrounding buildings commercial buildings",,,private property,Notify about incorrect advertisement,,,electric heating,security system,Data from realestate book,,"high ceilings, water, 3*380V, electricity, street entrance",,
"House for sale, Jaani 9, Antsla linn, Antsla vald, Võrumaa - Real estate portal KV.EE ","Log house, total area 132.6 m²",https://www.kv.ee/antslas-jaani-tn-9-on-pakkuda-suure-krundiga-maja-3272040.html,"57.827275,26.5259018",36900,6,132.6 m²,2,satisfactory,ready,1986 m²,14401:002:0280,,,"near forest, in the city location, roads in good condition roads",,1917,,Notify about incorrect advertisement,stove heated with firewood,,stove heating,fenced with garden,,,"farm building, well, electricity, parking free parking, public transport",,
"House for sale, Limu, Rae vald, Harjumaa - Real estate portal KV.EE ","Private ownership, log house, total area 257 m²",https://www.kv.ee/majamuua-19-sajandil-ehitatud-rehielamu-ehitusalun-3272009.html,"59.3481405,24.9804933",155000,2,257 m²,1,needs renovating,,4886 m²,65301:001:5009,Missing,,"surrounding buildings private houses, location outside settlement location, water body river near",,,private property,,stove heated with firewood,,stove heating,,,,"basement, water, 3*380V, electricity, parking free parking, farm building, well, roof asbestos cement roof",,
"House for sale, 3 bedrooms, Toomi tee 8, Veskiküla, Lääne-Harju vald, Harjumaa - Real estate portal KV.EE ","Private ownership, stone house, house area 141 m², total area 273.3 m²",https://www.kv.ee/nb-see-on-eelmuugi-kuulutus-uus-elamu-valmib-hilj-3377891.html,"59.2397952,24.2684763",305700,4,273.3 m²,1,all brand-new,ready,,,B,"parking free parking, electricity, dressing room, 3*380V, packet windows, parquet, public transport, box-room, terrace","near forest, surrounding buildings private houses, roads in good condition roads, water body water body other near",3,2022,private property,Notify about incorrect advertisement,"induktsioon pliit, refridgerator, kitchen furniture","toilet room and bathroom separate, sauna, bath, shower, urban water, sewerage",õhksoojuspump,neighbourhood watch,Data from realestate book,,,,
"House for sale, 6 bedrooms, Vabaduse, Räpina linn, Räpina vald, Põlvamaa - Real estate portal KV.EE ","Private ownership, wooden house, total area 136.2 m²",https://www.kv.ee/kaunis-kodu-rapinas-kinnisvaraturu-avalike-pakkumi-3271686.html,"58.104821,27.452164",54500,7,136.2 m²,2,needs renovating,,2585 m²,70501:001:0109,,"new electricity, parking free parking, separate entryway, separate rooms, water, high ceilings, street entrance, farm building, garret, wall cupboard, garage, furnishing possibility, furniture, electricity, parquet, roof asbestos cement roof","water body river near, in the city location, surrounding buildings private houses",6,,private property,Notify about incorrect advertisement,"stove heated with firewood, refridgerator, kitchen furniture","sauna, water boiler, sewerage, urban water","stove heating, õhksoojuspump",Internet,,,,,
"House for sale, 2 bedrooms, Tsooru mnt 1, Vana-Antsla, Antsla vald, Võrumaa - Real estate portal KV.EE ","Private ownership, stone house, house area 57.2 m², total area 78.1 m²",https://www.kv.ee/muua-elumaja-antsla-linnas-koos-korvalhoone-ja-sau-3270831.html,"57.8283783,26.5401289",27900,3,78.1 m²,1,satisfactory,ready,,,Missing,,"neighbours at one side neighbours, surrounding buildings private houses, location in the center location, roads in good condition roads, water body: tiik",2,1982,private property,Notify about incorrect advertisement,stove heated with firewood,"toilet room and bathroom separate, sauna",stove heating,fenced with garden,Data from realestate book,2393641,"terrace, electricity, public transport, farm building, well",,
"Cottage for sale, 4 bedrooms, Ojakääru tee 29, Muuga, Viimsi vald, Harjumaa - Real estate portal KV.EE ","Private ownership, stone house, house area 109.8 m², total area 148 m²",https://www.kv.ee/muua-ilus-2korruseline-maja-muuga-viimsi-vallas-mu-3270810.html,"59.4853868,24.9516969",139000,6,148 m²,2,renovated,ready,,,Missing,"public transport, farm building, well, box-room, basement, TV-set, terrace, electricity, furniture, parking free parking","surrounding buildings private houses, location in suburb location, roads gravel roads, neighbours at one side neighbours, near forest",4,2010,private property,Notify about incorrect advertisement,,"shower, water boiler, toilet room and bathroom separate, sauna, urban water, sewerage, washing machine",,,Data from realestate book,3512702,,,
