,Title,Description,Link,Location,Price,Rooms,Total area,Number of floors,Condition,Readiness,Ground area,Cadastre no.,Energy mark,Lisainfo,Neighbourhood,Bedrooms,Built in year,Ownership,Notify about incorrect advertisement,Kitchen,Sanitary arrangements,Heating and ventilation,Communications and security,Data from realestate book,Register number,Additional information,This floor/Number of floors,Kulud suvel/talvel,population
1630,"House for sale, 4 bedrooms, Kasemetsa tee 42, Metsanurme, Saku vald, Harjumaa - Real estate portal KV.EE ","Private ownership, stone house, total area 141.3 m²",https://www.kv.ee/muua-korralik-2korruseline-maja-saku-vallas-kaseme-3355120.html,"59.2513648,24.6603565",300000.0,5.0,141.3 m²,2.0,Good condition,ready,,,D,,roads in good condition roads,4.0,2019.0,private property,Notify about incorrect advertisement,"electric stove, kitchen furniture","sauna, toilet room and bathroom separate, shower","electric heating, heated floors, fireplace","Internet, cable TV, steel door, neighbourhood watch, fenced with garden",Data from realestate book,4488802.0,"parking free parking, electricity, packet windows, parquet, farm building, deep well, terrace",,,20.0
1631,"House for sale, 4 bedrooms, Uuesauna tee 7, Metsakasti, Viimsi vald, Harjumaa - Real estate portal KV.EE ","Private ownership, stone house, house area 246.7 m², total area 291.1 m²",https://www.kv.ee/hooneisikuparase-stiili-ja-arhitektuuriga-291m-suu-3355119.html,"59.4958897,24.8989",580000.0,6.0,291.1 m²,2.0,all brand-new,ready,,,-,"balcony 12.3 m², parking free parking, 3*380V, furnishing possibility, furniture, packet windows, parquet, garage, public transport, box-room, wall cupboard, TV-set, terrace, electricity, dressing room","roads in good condition roads, water body sea near, surrounding buildings private houses",4.0,2011.0,private property,Notify about incorrect advertisement,"ceramic shove, kitchen furniture","shower, sauna, bath, urban water, sewerage, pool","õhksoojuspump, heated floors, fireplace","Internet, steel door, video cameras, fenced with garden",Data from realestate book,7007202.0,,,80 € /  200 €,192.0
1632,"House for sale, 3 bedrooms, Kostiranna tee 17, Kostiranna, Jõelähtme vald, Harjumaa - Real estate portal KV.EE ","Joint ownership, log house, house area 154 m², total area 154 m²",https://www.kv.ee/muuki-on-tulnud-mere-lahedal-asuv-kodu-rahu-ja-vai-3355105.html,"59.4880116,25.1108273",299000.0,5.0,154 m²,2.0,Good condition,ready,,,Missing,"furniture, parquet, garage, farm building, deep well, terrace, electricity, furnishing possibility","neighbours next to neighbours, surrounding buildings private houses, location outside settlement location, roads in good condition roads, water body sea 100 m",3.0,2006.0,joint ownership,Notify about incorrect advertisement,"electric stove, refridgerator, kitchen furniture","sauna, toilet room and bathroom separate, shower, water boiler, local water","stove heating, heated floors, electric heating, fireplace",fenced with garden,Data from realestate book,,,,,6.0
1633,"House for sale, Alttoa, Lõpi, Saaremaa vald, Saaremaa - Real estate portal KV.EE ","Private ownership, log house, total area 42.6 m²",https://www.kv.ee/lopi-kulas-saaremaal-muua-alttoa-kinnistu-0-5-haka-3355049.html,"58.475488,22.744527",58000.0,2.0,42.6 m²,1.0,needs renovating,,4998 m²,40302:003:0349,,"basement, farm building, well, water, electricity, roof asbestos cement roof","near forest, surrounding buildings private houses, location outside settlement location",,1926.0,private property,,stove heated with firewood,sauna,stove heating,fenced with garden,,,,,,10.0
1634,"House for sale, 3 bedrooms, Lihula mnt 4d, Audru, Pärnu, Pärnumaa - Real estate portal KV.EE ",Total area 119.4 m²,https://www.kv.ee/muua-avara-kinnistuga-uus-eramu-lihula-mnt-audru-a-3355030.html,"58.420834,24.32719",195000.0,4.0,119.4 m²,1.0,all brand-new,,2505 m²,62401:001:1526,,"open kitchen, water, electricity, ventilation, garage",,3.0,2021.0,,Notify about incorrect advertisement,,"shower, sauna, urban water",,neighbourhood watch,,,,,,36.0
1635,"House for sale, 6 bedrooms, Kuressaare mnt 4, Leisi alevik, Saaremaa vald, Saaremaa - Real estate portal KV.EE ",Total area 305 m²,https://www.kv.ee/muua-willa-inga-kus-on-kohvik-ja-majutus-maja-on-e-3354958.html,"58.5706305,22.683291516577",350000.0,9.0,305 m²,2.0,,,1535 m²,40301:004:0356,Missing,,,6.0,,,,,,,,Data from realestate book,,,,,62.0
1636,"House for sale, 1 bedrooms, Briisi tee 17, Tahkuranna, Häädemeeste vald, Pärnumaa - Real estate portal KV.EE ","Private ownership, stone house, total area 76.3 m²",https://www.kv.ee/muua-maja-looduskaunis-ja-vaikses-kohas-tahkuranna-3354886.html,"58.2419749,24.4872099",55000.0,2.0,76.3 m²,1.0,sanitary renovation needed,,2082 m²,,,"electricity, water, roof asbestos cement roof","water body sea near, surrounding buildings private houses, location in the center location",1.0,1985.0,private property,Notify about incorrect advertisement,stove heated with firewood,,stove heating,,,,,,,6.0
1637,"House for sale, Põllu tee, Tabasalu, Harku vald, Harjumaa - Real estate portal KV.EE ","Private ownership, wooden house, total area 132 m²",https://www.kv.ee/uus-hind-335-000-eur-muudav-uhekorruseline-maja-on-3354824.html,"59.432213,24.5586736",335000.0,5.0,132 m²,1.0,Good condition,ready,873 m²,,-,"wall cupboard, terrace, electricity, 3*380V, furnishing possibility, packet windows, parquet, garage, parking free parking, public transport, box-room","surrounding buildings private houses, location in the center location, roads in good condition roads, water body sea near",,2003.0,private property,Notify about incorrect advertisement,"ceramic shove, refridgerator, kitchen furniture","toilet room and bathroom separate, sauna, shower, urban water, sewerage, washing machine","electric heating, õhksoojuspump, heated floors, conditioner, fireplace","Internet, fenced with garden",Data from realestate book,,,,,603.0
1638,"Cottage for sale, 1 bedrooms, Paradiisi tee 5, Uulu, Häädemeeste vald, Pärnumaa - Real estate portal KV.EE ","Private ownership, frame house, total area 67 m²",https://www.kv.ee/vaike-ja-hubane-kahekordne-majake-uulus-muu-linnak-3354817.html,"58.2755974,24.5722577",149000.0,3.0,67 m²,2.0,all brand-new,,2045 m²,,,"new electricity, water, electricity, deep well, roof tin roof","near forest, surrounding buildings private houses, location outside settlement location",1.0,2021.0,private property,Notify about incorrect advertisement,"electric stove, refridgerator, kitchen furniture","toilet room and bathroom separate, water boiler, sauna, shower, urban water","stove heating, õhksoojuspump",,Data from realestate book,,,,,64.0
1639,"House for sale, 4 bedrooms, Vareti, Paekna, Kiili vald, Harjumaa - Real estate portal KV.EE ","Private ownership, wooden house, total area 155 m²",https://www.kv.ee/suureparane-voimalus-kolida-linnakarast-eemale-kii-3354695.html,"59.2771786,24.8309404",336000.0,5.0,155 m²,,all brand-new,ready,2.6 m²,,-,"electricity, packet windows, parquet, deep well, terrace",,4.0,2021.0,private property,Notify about incorrect advertisement,,"sauna, shower",heated floors,,Data from realestate book,,,,,4.0
1640,"House for sale, 2 bedrooms, Vesikuuse, Vaibla, Viljandi vald, Viljandimaa - Real estate portal KV.EE ","Private ownership, log house, house area 236.5 m², total area 236.5 m²",https://www.kv.ee/ideaalne-pakkumine-sulle-kui-otsid-endale-jarve-aa-3354426.html,"58.4087259,26.0514889",295000.0,4.0,236.5 m²,2.0,Good condition,ready,,,-,"parking free parking, dressing room, 3*380V, furnishing possibility, packet windows, garage, public transport, farm building, deep well, box-room, TV-set, electricity","near forest, roads paved roads, Võrtsjärv lake , surrounding buildings private houses",2.0,2013.0,private property,Notify about incorrect advertisement,"refridgerator, kitchen furniture","shower, toilet room and bathroom separate, sauna, water boiler, local water, sewerage","electric heating, stove heating, heated floors, solid fuel, central heating, fireplace",neighbourhood watch,Data from realestate book,,,,,4.0
1641,"House for sale, 4 bedrooms, Pikk tn 62, Toila, Toila vald, Ida-Virumaa - Real estate portal KV.EE ","Private ownership, log house, total area 150.2 m²",https://www.kv.ee/eramu-fassaad-soojustatud-ja-taiendatud-uue-katteg-3354425.html,"59.425089,27.507279",225000.0,7.0,150.2 m²,2.0,Good condition,,733 m²,,,"parking free parking, deep well, closed courtyard, farm building, box-room, ventilation, water, new electricity, roof profiled roof",,4.0,1980.0,private property,Notify about incorrect advertisement,"electric stove, kitchen furniture","shower, toilet room and bathroom separate, water boiler, washing machine","stove heating, electric heating, fireplace, fireplace","steel door, security system",Data from realestate book,,,,,504.0
1642,"House for sale, 3 bedrooms, Pihlaka tee 8, Haaslava, Kastre vald, Tartumaa - Real estate portal KV.EE ","Private ownership, stone house, total area 163.9 m²",https://www.kv.ee/muua-2022-aasta-suvel-valmiv-paarismaja-boks-loodu-3360605.html,"58.3289515,26.7925258",167000.0,4.0,163.9 m²,,all brand-new,ready,,,B,"parking free parking, electricity, packet windows, parquet, box-room, terrace","Kurepalu lake , roads in good condition roads",3.0,2021.0,private property,Notify about incorrect advertisement,,"shower, sauna, urban water, sewerage","heated floors, combined heating","Internet, cable TV, fenced with garden",Data from realestate book,3872204.0,,1/1,,26.0
1643,"House for sale, 3 bedrooms, Pihlaka tee 8, Haaslava, Kastre vald, Tartumaa - Real estate portal KV.EE ","Private ownership, stone house, total area 163.9 m²",https://www.kv.ee/muua-2022-aasta-suvel-valmiv-paarismaja-boks-loodu-3360614.html,"58.3289515,26.7925258",167000.0,4.0,163.9 m²,,all brand-new,ready,,,B,"parking free parking, electricity, packet windows, parquet, box-room, terrace","Kurepalu lake , roads in good condition roads",3.0,2021.0,private property,Notify about incorrect advertisement,,"shower, sauna, urban water, sewerage","heated floors, combined heating","Internet, cable TV, fenced with garden",Data from realestate book,3872204.0,,1/1,,26.0
1644,"House for sale, 5 bedrooms, Raudtee 59a, Nõmme, Tallinn, Harjumaa - Real estate portal KV.EE ",Total area 146.2 m²,https://www.kv.ee/kirjeldusmuua-vaga-hubane-ja-logistiliselt-ideaal-3354362.html,"59.3826325,24.670920523539",337000.0,6.0,146.2 m²,2.0,all brand-new,box with doors and windows,1558 m²,,,,,5.0,1923.0,,Notify about incorrect advertisement,,,,,,,,,,973.0
1645,"House for sale, 3 bedrooms, Väike-Tammi tee 17, Rae, Rae vald, Harjumaa - Real estate portal KV.EE ","Private ownership, panel house, total area 105.3 m²",https://www.kv.ee/rae-ja-peetrikula-piiril-tuli-muuki-vaika-tammi-te-3354243.html,"59.391,24.833873",239000.0,4.0,105.3 m²,1.0,Good condition,,1777 m²,,Missing,"new electricity, ventilation, water, deep well, roof tiled roof",,3.0,2016.0,private property,Notify about incorrect advertisement,electric stove,bath,"electric heating, stove heating","Internet, steel door",Data from realestate book,,,,,395.0
1646,"House for sale, 6 bedrooms, Männiku tn 16, Tõrva linn, Tõrva vald, Valgamaa - Real estate portal KV.EE ","Private ownership, house area 233 m², total area 302 m²",https://www.kv.ee/ruumikas-ja-avar-maja-sobib-hasti-suuremale-perele-3353807.html,"57.9984672,25.9255354",149490.0,10.0,302 m²,2.0,renovated,ready,,,-,,"Riiska lake 800 m, near forest, surrounding buildings private houses, location in the center location, roads in good condition roads, neighbours around neighbours",6.0,1948.0,private property,Notify about incorrect advertisement,"stove heated with firewood, kitchen 19 m², refridgerator, kitchen furniture","shower, water boiler, sauna, urban water, sewerage, washing machine","õhksoojuspump, solid fuel, stove heating, fireplace",fenced with garden,Data from realestate book,1023240.0,"packet windows, garage, farm building, box-room, electricity, 3*380V, furniture, roof profiled roof",,,831.0
1647,"House for sale, 4 bedrooms, Rohuküla, Haapsalu, Läänemaa - Real estate portal KV.EE ","Private ownership, stone house, house area 90 m², total area 537 m²",https://www.kv.ee/kruntkrunt-on-5032-m2-ning-asub-imeilusas-kohas-uh-3354060.html,"58.9112734,23.4522654",195000.0,5.0,537 m²,,needs renovating,ready,,,-,"parking free parking, deep well, terrace, electricity, furnishing possibility, packet windows, farm building","near forest, in the city location, roads in good condition roads, water body sea near",4.0,1998.0,private property,Notify about incorrect advertisement,kitchen furniture,"shower, toilet room and bathroom separate, sauna, water boiler, local water, sewerage","õhksoojuspump, electric heating, combined heating",fenced with garden,Data from realestate book,,,1/2,,5.0
1648,"House for sale, Tõntsu, Silla, Pärnu, Pärnumaa - Real estate portal KV.EE ","Private ownership, stone house, total area 284.3 m²",https://www.kv.ee/oma-vaike-paradiis-asub-reiu-joe-kaldapealsel-vaid-3354004.html,"58.317809,24.615928",280000.0,8.0,284.3 m²,2.0,,,21400 m²,56801:004:0610,,"new sewerage, balcony , well, separate rooms, farm building, water, parking free parking, new electricity, dressing room, basement, garret, 3*380V, garage, furnishing possibility, electricity, roof profiled roof","water body river near, near forest",,,private property,Notify about incorrect advertisement,kitchen furniture,"shower, toilet room and bathroom separate, water boiler, sauna","stove heating, central heating","Internet, cable TV",Data from realestate book,,,,,16.0
1649,"House for sale, Tallinna mnt 55, Lihula linn, Lääneranna vald, Pärnumaa - Real estate portal KV.EE ","Private ownership, wooden house, total area 314.2 m²",https://www.kv.ee/hooned-ja-maa-elamu-ning-ari-arenduseks-kinnistul-3353984.html,"58.6836407,23.8292571",140000.0,4.0,314.2 m²,2.0,needs renovating,,23300 m²,41201:006:0120,,"box-room, electricity, 3*380V, roof asbestos cement roof",,,1925.0,private property,Notify about incorrect advertisement,,urban water,,,,,,,,190.0
1650,"House for sale, Kullese, Huuksi, Järva vald, Järvamaa - Real estate portal KV.EE ","Private ownership, stone house, total area 130 m²",https://www.kv.ee/pakkuda-muua-maja-huuksi-kulas-jaarvamaal-5493-m2-3353944.html,"58.842023587796,25.813893629958",26900.0,3.0,130 m²,,needs renovating,,5493 m²,,Missing,"kitchen, electricity, parking free parking, garage, deep well","roads paved roads, near forest",,1983.0,private property,,"refridgerator, kitchen furniture","bath, water boiler, local water",stove heating,,,,,1/1,,4.0
1651,"House for sale, 3 bedrooms, Vaate tee 18, Pirita, Tallinn, Harjumaa - Real estate portal KV.EE ","Private ownership, stone house, total area 392.5 m²",https://www.kv.ee/muua-suure-krundiga-kvaliteetne-ja-esinduslik-eram-3353841.html,"59.4949506486695,24.8311399129141",850000.0,6.0,392.5 m²,2.0,all brand-new,ready,,,Missing,"packet windows, terrace, parquet, public transport, box-room, basement","roads in good condition roads, near forest, surrounding buildings private houses, water body sea 250 m",3.0,2018.0,private property,Notify about incorrect advertisement,"electric stove, refridgerator, kitchen furniture","sauna, urban water, sewerage","heated floors, gas heating, gas, fireplace","Internet, steel door, fenced with garden",Data from realestate book,441801.0,,,,1864.0
1652,"House for sale, Tallinna tn 29b, Viljandi, Viljandimaa - Real estate portal KV.EE ","Joint ownership, wooden house, house area 116.9 m², total area 116.9 m²",https://www.kv.ee/viljandimaa-viljandi-tallinna-tn-29b-5-tuba-2-korr-3353799.html,"58.3680044,25.597229",155000.0,5.0,116.9 m²,2.0,,ready,1059 m²,89704:002:0012,-,,location in the center location,,,joint ownership,,stove heated with firewood,"shower, bath, urban water, sewerage","õhksoojuspump, stove heating, fireplace, combined heating",,,,"parking free parking, public transport, farm building, electricity, 3*380V",,,4224.0
