Title,Description,Link,Location,Price,Rooms,Bedrooms,Total area,Number of floors,Built in year,Condition,Ownership,Ground area,Data from realestate book,Notify about incorrect advertisement,Lisainfo,Sanitary arrangements,Heating and ventilation,Communications and security,Kitchen,Cadastre no.,Energy mark,Readiness,Register number,Neighbourhood,This floor/Number of floors,Kulud suvel/talvel,Additional information
"Row house box for sale, 4 bedrooms, Vikerkaare tee 3, Viimsi, Viimsi vald, Harjumaa - Real estate portal KV.EE ","Apartment ownership, stone house, total area 144.3 m²",https://www.kv.ee/muua-uued-ridamajad-viimsi-alevikus-vikerkaare-tan-3380518.html,"59.5065597,24.8477704",330000,5,4,144.3 m²,2,2022,all brand-new,apartment ownership,2506 m²,Data from realestate book,Notify about incorrect advertisement,"balcony , open kitchen, parking free parking, public transport, farm building, electricity, parquet, ventilation, box-room, wall cupboard, street entrance, separate rooms, roof tar paper roof","sauna, shower, toilet room and bathroom separate, water boiler, urban water","heated floors, õhksoojuspump, fireplace, fireplace","cable TV, steel door, neighbourhood watch, fenced with garden","electric stove, kitchen 10.7 m²",,,,,,,,
"Maisonette for sale, 4 bedrooms, Haru tn 5, Soinaste, Kambja vald, Tartumaa - Real estate portal KV.EE ","Apartment ownership, stone house, total area 141.7 m²",https://www.kv.ee/muugile-on-saabunud-stiilsed-ja-praktilise-ruumila-3347784.html,"58.3357494,26.7001154",240000,5,4,141.7 m²,2,2022,all brand-new,apartment ownership,,Data from realestate book,Notify about incorrect advertisement,"parking free parking, terrace, electricity, dressing room, packet windows, parquet, garage, public transport, box-room","shower, bath, sauna, urban water, sewerage",geothermic heating,"Internet, steel door, neighbourhood watch, fenced with garden",,,,ready,,"surrounding buildings private houses and apartment buildings, location in suburb location, roads paved roads, neighbours around neighbours",,,
"Row house box for sale, 4 bedrooms, Vanatoa tee 13, Lähtse, Kiili vald, Harjumaa - Real estate portal KV.EE ","Apartment ownership, wooden house, total area 90.4 m²",https://www.kv.ee/rabarebase-aedlinn-on-terviklik-elukeskkond-kuhu-o-1997720.html,"59.292014,24.863741",240000,5,4,90.4 m²,1,2022,all brand-new,apartment ownership,445 m²,Data from realestate book,Notify about incorrect advertisement,"open kitchen, box-room, ventilation, water, roof tar paper roof","toilet room and bathroom separate, urban water, sewerage","heated floors, heated floors, geothermic heating",steel door,electric stove,,,,,,,,
"Row house box for sale, 3 bedrooms, Juure tee 5, Tiskre, Harku vald, Harjumaa - Real estate portal KV.EE ","Apartment ownership, stone house, total area 99.4 m²",https://www.kv.ee/harku-vallas-tiskre-kulas-on-ehitamisel-uued-aener-3356767.html,"59.4246858,24.5829683",243000,4,3,99.4 m²,2,2022,all brand-new,apartment ownership,44.3 m²,Data from realestate book,Notify about incorrect advertisement,"parking free parking, box-room, roof tar paper roof",,geothermic heating,,electric stove,,,,,water body lake near,,,
"Row house box for sale, 4 bedrooms, Liiva tee 28, Järveküla, Rae vald, Harjumaa - Real estate portal KV.EE ","Apartment ownership, stone house, house area 101 m², total area 118 m²",https://www.kv.ee/paris-inimesed-paris-kodud-paris-elu-maaliliselt-k-3383736.html,"59.3729926,24.8096923",244900,5,4,118 m²,2,2023,all brand-new,apartment ownership,,Data from realestate book,Notify about incorrect advertisement,"packet windows, electricity, parquet, box-room, terrace","sauna, shower, bath, urban water, sewerage, washing machine","heated floors, õhksoojuspump","Internet, phone, cable TV, neighbourhood watch, fenced with garden",electric stove,,,ready,,"neighbours around neighbours, near forest, surrounding buildings private houses and apartment buildings, location outside settlement location, roads in good condition roads, Ülemiste järv lake",,,
"Row house box for sale, 3 bedrooms, Kesk-Vaela 31, Vaela, Kiili vald, Harjumaa - Real estate portal KV.EE ","Apartment ownership, stone house, house area 91.9 m², total area 103.9 m²",https://www.kv.ee/arenduseleht-httpskiili-wingmacht-eemaja-luhikirje-3384156.html,"59.326675,24.7982418",250000,4,3,103.9 m²,1,2022,all brand-new,apartment ownership,,Data from realestate book,Notify about incorrect advertisement,"parquet, dressing room, packet windows","shower, sauna, urban water, sewerage",,,,30501:001:0266,,,,,,,
"Maisonette for sale, 3 bedrooms, L. Koidula tn 10b, Narva-Jõesuu linn, Narva-Jõesuu, Ida-Virumaa - Real estate portal KV.EE ",Total area 135.2 m²,https://www.kv.ee/idavirumaa-narvajoesuu-narvajoesuu-linn-l-koidula-3360951.html,"59.4451949,28.0189099",200000,5,3,135.2 m²,2,,,,,Data from realestate book,Notify about incorrect advertisement,"balcony , kitchen, parking free parking, furnishing possibility, furniture, parquet, wall cupboard, separate rooms, separate entryway, organisation through the few floors","bath, toilet room and bathroom separate, washing machine, urban water",,,electric stove,,Missing,,,,,,
"Maisonette for sale, 3 bedrooms, Tootsi tee 26, Alliku, Saue vald, Harjumaa - Real estate portal KV.EE ","Private ownership, stone house, total area 98.8 m²",https://www.kv.ee/alliku-kulas-muugil-paarismaja-boks-tegu-on-krohvi-3361248.html,"59.3589254,24.5885188",225000,4,3,98.8 m²,2,2006,renovated,private property,885 m²,,Notify about incorrect advertisement,"kitchen, open kitchen, parquet, dressing room, 3*380V, box-room, wall cupboard, separate rooms, separate entryway, closed courtyard, farm building, electricity, furnishing possibility, furniture, roof tin roof","water boiler, shower, sauna, washing machine, urban water",õhksoojuspump,"Internet, cable TV, fenced with garden, steel door","electric stove, kitchen 6 m², refridgerator",,,,,,,,
"Row house box for sale, 4 bedrooms, Tüve tn 2 a, Kristiine, Tallinn, Harjumaa - Real estate portal KV.EE ","Stone house, house area 125 m², total area 152.9 m²",https://www.kv.ee/6-pohjust-miks-valida-linnapesad1-a-energiaklass2-3342689.html,"59.4126674,24.7146116",399000,5,4,152.9 m²,2,,all brand-new,,217 m²,Data from realestate book,,,,,,,,A,,,,,,
"Maisonette for sale, 3 bedrooms, Pargi tee 1, Haaslava, Kastre vald, Tartumaa - Real estate portal KV.EE ","Apartment ownership, stone house, total area 130.8 m²",https://www.kv.ee/muua-2022-a-suvel-valmivad-ridaelamuboksid-arteesi-3374155.html,"58.3261358,26.7939682",190000,4,3,130.8 m²,2,2021,all brand-new,apartment ownership,,,,"balcony , open kitchen, water, organisation through the few floors, separate rooms, electricity, dressing room, parquet","toilet room and bathroom separate, bath, shower, sauna, urban water","heated floors, gas heating, gas",steel door,,,B,,,"water body lake near, surrounding buildings private houses",,,
"Maisonette for sale, 2 bedrooms, Saareküla, Viljandi vald, Viljandimaa - Real estate portal KV.EE ","Joint ownership, log house, house area 50 m², total area 400 m²",https://www.kv.ee/kogu-kinnistu-suuruseks-on-5-8-ha-korter-nr-2-on-e-3345388.html,"58.3728551,25.7515063",15300,4,2,400 m²,2,1895,needs renovating,joint ownership,,Data from realestate book,Notify about incorrect advertisement,"farm building, well, box-room, electricity, furniture, wall wooden wall, roof asbestos cement roof",,stove heating,,stove heated with firewood,,-,ready,743139,near forest,,,
"Row house box for sale, 3 bedrooms, Andrese tee 8/3, Järveküla, Rae vald, Harjumaa - Real estate portal KV.EE ","Apartment ownership, wooden house, total area 102.4 m²",https://www.kv.ee/suure-terrassiga-ridaelamuboks-jarvekulas-boksis-o-3389045.html,"59.380538,24.7965442",310000,4,3,102.4 m²,1,2018,ready,apartment ownership,,,,"open kitchen, high ceilings, separate rooms, dressing room, parquet, roof tin roof","toilet room and bathroom separate, bath, sauna, shower, sewerage","õhksoojuspump, heated floors",neighbourhood watch,"refridgerator, kitchen furniture",,B,,,,,,
"Row house box for sale, 3 bedrooms, Laiaküla tee, Pirita, Tallinn, Harjumaa - Real estate portal KV.EE ","Apartment ownership, stone house, total area 143.1 m²",https://www.kv.ee/muugil-on-kaunis-avar-ning-suureparase-asukohaga-m-3375926.html,"59.470945,24.8970309",420900,4,3,143.1 m²,2,2018,ready,apartment ownership,951 m²,,,"balcony 5.7 m², balcony , parquet, separate rooms, water, terrace, furnishing possibility, electricity, dressing room, parking free parking","bath, water boiler, sauna, toilet room and bathroom separate, shower, washing machine, urban water","heated floors, gas heating, gas","Internet, cable TV","electric stove, refridgerator, kitchen furniture",,,,,"water body sea near, near forest",,,
"Maisonette for sale, Kandi tee 12, Kandiküla, Tartu, Tartumaa - Real estate portal KV.EE ","Joint ownership, stone house, total area 80 m²",https://www.kv.ee/linnapiirist-200-m-kaugusel-endises-tahtvere-valla-3367845.html,"58.3801021,26.6675444",104900,3,,80 m²,2,,sanitary renovation needed,joint ownership,1853 m²,,,"balcony , organisation through the few floors, farm building, electricity, 3*380V, well, roof tin roof","water boiler, local water",stove heating,Internet,electric stove,83101:005:0107,Missing,,,,,,
"Maisonette for sale, 3 bedrooms, Timuti 32, Variku, Tartu linn, Tartu, Tartumaa - Real estate portal KV.EE ",Total area 190 m²,https://www.kv.ee/muua-heas-seisukorras-majaosa-vaikses-variku-linna-3348134.html,"58.3477081,26.7021519",173000,5,3,190 m²,2,1964,ready,,895 m²,,Notify about incorrect advertisement,"balcony , roof asbestos cement roof",,"stove heating, õhksoojuspump, fireplace",,,79509:015:0004,,,,,,,
"Row house box for sale, 1 bedrooms, Hauskari tn 10, Ülejõe, Tartu linn, Tartu, Tartumaa - Real estate portal KV.EE ","Apartment ownership, stone house, house area 40.8 m², total area 40.8 m²",https://www.kv.ee/muua-taielikult-mobleeritud-benergiaklassiga-ridae-3391793.html,"58.4037369,26.7012946",125000,2,1,40.8 m²,,2021,all brand-new,apartment ownership,,Data from realestate book,Notify about incorrect advertisement,"parking free parking, parquet, public transport, box-room, wall cupboard, terrace, electricity, dressing room, 3*380V, furniture, packet windows","shower, urban water, sewerage, washing machine","heated floors, gas heating, gas","Internet, phone, cable TV, neighbourhood watch, fenced with garden","electric stove, refridgerator, kitchen furniture",,,ready,,,1/2,,
"Row house box for sale, 3 bedrooms, Iirise tn 6, Tartu linn, Tartu, Tartumaa - Real estate portal KV.EE ","Apartment ownership, stone house, total area 99.7 m²",https://www.kv.ee/muua-eksklusiivses-rohelusest-umbritsetud-ihaste-k-3375104.html,"58.355921,26.766155",179000,4,3,99.7 m²,2,2022,all brand-new,apartment ownership,,,Notify about incorrect advertisement,"open kitchen, street entrance, terrace, dressing room, separate rooms, packet windows, parquet, parking free parking, public transport, box-room, organisation through the few floors, separate entryway, closed courtyard","toilet room and bathroom separate, sauna, shower, sewerage, urban water","heated floors, geothermic heating","Internet, phone, cable TV, steel door, fenced with garden",,79301:001:0985,,,,,,,
"Maisonette for sale, Veerenni tn 59/1, Kesklinn, Tallinn, Harjumaa - Real estate portal KV.EE ","Private ownership, wooden house, total area 80 m²",https://www.kv.ee/imeline-voimalus-osta-ja-ehitada-kodu-vastavalt-om-3358083.html,"59.4154309,24.7551029",179000,5,,80 m²,2,1923,needs renovating,private property,540 m²,,Notify about incorrect advertisement,,"shower, water boiler, sewerage, urban water","electric heating, stove heating",fenced with garden,electric stove,101013101,,,,,,,"public transport, water, parking free parking, electricity, wall cupboard, closed courtyard, street entrance, frontdoor locked, wall wooden wall, roof tin roof"
"Row house box for sale, 3 bedrooms, Ehitajate tee 8, Uuemõisa alevik, Haapsalu, Läänemaa - Real estate portal KV.EE ","Apartment ownership, stone house, total area 77.9 m²",https://www.kv.ee/9-10-kell-11001400-ootame-koiki-huvilisi-ridaelamu-3342001.html,"58.9373856,23.5867173",120000,4,3,77.9 m²,2,1964,Good condition,apartment ownership,,Data from realestate book,Notify about incorrect advertisement,"parking free parking, furniture, parquet, garage, public transport, farm building, wall cupboard, basement, electricity, 3*380V","shower, water boiler, urban water, sewerage","electric heating, stove heating",neighbourhood watch,"electric stove, kitchen furniture",,,ready,,"near forest, location in suburb location, roads in good condition roads",,,
"Maisonette for sale, Elva tn 24b, Tammelinn, Tartu linn, Tartu, Tartumaa - Real estate portal KV.EE ","Joint ownership, house area 69 m², total area 88 m²",https://www.kv.ee/muugile-on-tulnud-elamu-ii-korrus-tammelinnas-ahik-3378137.html,"58.3638773,26.7023663",75000,3,,88 m²,,,sanitary renovation needed,joint ownership,828 m²,Data from realestate book,Notify about incorrect advertisement,basement,"shower, water boiler, urban water, sewerage, washing machine","electric heating, stove heating, gas",fenced with garden,refridgerator,79504:023:0003,,ready,,,2/2,,
"Maisonette for sale, 3 bedrooms, Kopra tee 1, Uuesalu, Rae vald, Harjumaa - Real estate portal KV.EE ","Apartment ownership, wooden house, total area 123.4 m²",https://www.kv.ee/muua-vaga-hea-asukohaga-skandinaavia-stiilis-paari-3385898.html,"59.358238,24.807334",299500,4,3,123.4 m²,,2009,Good condition,apartment ownership,1702 m²,Data from realestate book,Notify about incorrect advertisement,"ventilation, dressing room, box-room, furnishing possibility, furniture, farm building, water, high ceilings, roof profiled roof",urban water,"gas heating, heated floors, heated floors",neighbourhood watch,"electric stove, kitchen furniture",,A,,,,2/2,,
"Row house box for sale, 3 bedrooms, Vägeva tee 11, Peetri, Rae vald, Harjumaa - Real estate portal KV.EE ",Total area 98.9 m²,https://www.kv.ee/muua-korgelt-hinnatud-peetri-alevikus-hea-planeeri-3386071.html,"59.392273,24.8166245",265000,4,3,98.9 m²,2,2007,Good condition,,,Data from realestate book,Notify about incorrect advertisement,"balcony 8 m², TV-set, terrace, electricity, dressing room, furnishing possibility, furniture, parquet, parking free parking, public transport, farm building, box-room, wall cupboard","bath, shower, water boiler, sauna, local water, urban water, sewerage, washing machine","heated floors, gas heating, fireplace","Internet, cable TV, neighbourhood watch, fenced with garden","induktsioon pliit, refridgerator, kitchen furniture",65301:001:1141,,ready,,"location in the center location, roads in good condition roads",,,
"Row house box for sale, Elmar Kitse 1, Ihaste, Tartu linn, Tartu, Tartumaa - Real estate portal KV.EE ","Apartment ownership, stone house, total area 188.8 m²",https://www.kv.ee/muua-hubane-ridaelamuboks-turvalises-ja-rahulikus-3391353.html,"58.357860341137,26.784587501263",209000,5,,188.8 m²,2,1990,ready,apartment ownership,5905 m²,,Notify about incorrect advertisement,"balcony , balcony 4.4 m², kitchen, electricity, parking free parking, furniture, parquet, terrace, separate entryway, closed courtyard, public transport","bath, sauna, shower, toilet room and bathroom separate, sewerage, washing machine, urban water","central heating, fireplace, conditioner",Internet,"electric stove, refridgerator, kitchen furniture",79517:056:0001,,,,"roads paved roads, near forest",,,
